file,seed,kind,label,cycle,speed_m_s,distance_to_first_turn_m,K,realization,rng_seed,n_safe,hit,solve_ms,best_feasible_cost,delta_j_safe,delta_j_safe_over_lambda,ess_safe,best_stop_clearance_m,best_collision_clearance_m,best_first_raw_control,best_first_conditioned_control
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,160,16,7013216,0,False,93.0667920038104,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,160,17,7013217,0,False,92.87908401165623,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,160,18,7013218,0,False,93.5941250063479,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,160,19,7013219,0,False,93.19466700253543,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,0,7016400,0,False,195.58841599791776,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,1,7016401,0,False,229.29991599812638,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,2,7016402,0,False,182.28920800902415,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,3,7016403,0,False,176.251915996545,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,4,7016404,0,False,197.14416700298898,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,5,7016405,0,False,179.20075000438374,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,6,7016406,0,False,176.83875000511762,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,7,7016407,0,False,175.11937500967178,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,8,7016408,0,False,173.02887499681674,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,9,7016409,0,False,175.09229200368281,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,10,7016410,0,False,174.78679098712746,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,11,7016411,0,False,182.2629579983186,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,12,7016412,0,False,177.90979199344292,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,13,7016413,0,False,183.19745900225826,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,14,7016414,0,False,180.5873330013128,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,15,7016415,0,False,203.26758400187828,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,16,7016416,0,False,236.57420800009277,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,17,7016417,0,False,262.5038330006646,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,18,7016418,0,False,197.80441699549556,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,320,19,7016419,0,False,188.2119590009097,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,640,0,7022800,0,False,402.23120799055323,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,640,1,7022801,0,False,369.4206660002237,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,640,2,7022802,0,False,373.19974999991246,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,640,3,7022803,0,False,423.2606670120731,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,640,4,7022804,0,False,477.72645800432656,,,,0.0,,,,
seed17_failure_after_first_zero_hold_cycle78.npz,17,failure,after_first_zero_hold,78,8.425228632519582,12.954514824209424,640,5,7022805,0,False,430.18508299428504,,,,0.0,,,,
